job,marital,education,contact,month,poutcome,y,balanceSummary,ageBand,defaultValue,housingVal,loanVal
blue-collar,married,primary,cellular,jan,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
unemployed,divorced,secondary,cellular,jan,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,secondary,cellular,may,failure,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,single,tertiary,unknown,jun,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
entrepreneur,single,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanYes
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,single,secondary,cellular,feb,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,divorced,secondary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
management,divorced,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
entrepreneur,married,secondary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
unemployed,married,tertiary,telephone,jan,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,single,secondary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,divorced,secondary,cellular,apr,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,secondary,unknown,jun,unknown,no,negative,ageBand1,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jul,success,yes,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,primary,unknown,jun,unknown,no,negative,ageBand4,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,married,primary,cellular,feb,other,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,may,unknown,no,negative,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,divorced,primary,unknown,may,unknown,yes,negative,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanYes
unemployed,married,secondary,unknown,jun,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jun,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,unknown,cellular,oct,unknown,yes,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,single,secondary,telephone,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,jan,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
blue-collar,married,primary,unknown,mar,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,may,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
self-employed,married,tertiary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
self-employed,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,single,secondary,cellular,aug,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
unknown,married,unknown,cellular,jan,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
unemployed,single,tertiary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,single,primary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
blue-collar,single,primary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
services,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
technician,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,divorced,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
housemaid,married,secondary,cellular,jul,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
management,single,tertiary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
admin.,single,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,divorced,primary,unknown,jul,unknown,no,negative,ageBand5,defaultNo,houseNo,loanYes
management,divorced,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,feb,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
unemployed,married,tertiary,cellular,feb,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,aug,success,yes,positive,ageBand4,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,feb,other,no,positive,ageBand3,defaultNo,houseYes,loanYes
management,single,tertiary,cellular,feb,failure,yes,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,unknown,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
unemployed,single,secondary,telephone,apr,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
retired,divorced,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
unemployed,divorced,secondary,cellular,feb,failure,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,mar,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
student,single,secondary,cellular,may,unknown,yes,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,jul,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
self-employed,married,secondary,unknown,jul,other,no,positive,ageBand3,defaultNo,houseNo,loanYes
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,mar,unknown,yes,positive,ageBand4,defaultNo,houseYes,loanNo
unemployed,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanYes
technician,single,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,single,secondary,cellular,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,jan,failure,no,positive,ageBand5,defaultNo,houseNo,loanYes
technician,married,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,primary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,single,tertiary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseNo,loanYes
blue-collar,married,primary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,secondary,cellular,apr,failure,yes,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultYes,houseYes,loanNo
retired,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,secondary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,divorced,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
student,single,secondary,cellular,feb,unknown,no,positive,ageBand1,defaultNo,houseNo,loanNo
retired,married,primary,cellular,aug,unknown,no,negative,ageBand5,defaultNo,houseYes,loanNo
technician,married,tertiary,cellular,aug,unknown,yes,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,unknown,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,single,secondary,cellular,aug,failure,yes,positive,ageBand5,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
retired,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,primary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,feb,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,apr,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,aug,success,yes,positive,ageBand4,defaultNo,houseYes,loanNo
housemaid,married,secondary,unknown,jun,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,divorced,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseNo,loanYes
housemaid,married,primary,telephone,jul,unknown,yes,positive,ageBand4,defaultNo,houseNo,loanNo
admin.,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
retired,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
self-employed,married,secondary,cellular,jul,unknown,no,positive,ageBand5,defaultYes,houseNo,loanYes
services,single,secondary,cellular,feb,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanYes
management,single,tertiary,cellular,nov,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
admin.,married,secondary,cellular,apr,failure,yes,positive,ageBand4,defaultNo,houseYes,loanNo
technician,single,tertiary,cellular,apr,other,no,positive,ageBand4,defaultNo,houseYes,loanNo
housemaid,single,tertiary,telephone,oct,failure,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,divorced,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
services,married,secondary,cellular,aug,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,apr,success,yes,positive,ageBand2,defaultNo,houseNo,loanNo
technician,married,secondary,unknown,may,unknown,yes,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,aug,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
admin.,single,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,primary,cellular,jul,unknown,no,negative,ageBand3,defaultNo,houseNo,loanNo
admin.,single,tertiary,unknown,may,unknown,no,positive,ageBand2,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,nov,success,yes,positive,ageBand3,defaultNo,houseYes,loanNo
technician,married,secondary,unknown,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
self-employed,single,tertiary,cellular,sep,other,no,positive,ageBand3,defaultNo,houseNo,loanNo
blue-collar,married,secondary,cellular,aug,unknown,yes,positive,ageBand5,defaultNo,houseNo,loanNo
admin.,single,secondary,cellular,jul,failure,no,positive,ageBand2,defaultNo,houseNo,loanNo
blue-collar,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,single,tertiary,cellular,may,failure,yes,positive,ageBand5,defaultNo,houseYes,loanNo
technician,single,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
self-employed,married,unknown,unknown,may,unknown,no,negative,ageBand5,defaultNo,houseYes,loanNo
blue-collar,single,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
unemployed,married,unknown,cellular,sep,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,single,tertiary,cellular,apr,unknown,no,positive,ageBand2,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,secondary,cellular,aug,unknown,no,veryPositive,ageBand4,defaultNo,houseNo,loanNo
management,married,unknown,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
management,married,tertiary,cellular,nov,unknown,no,veryPositive,ageBand5,defaultNo,houseNo,loanNo
technician,single,tertiary,cellular,may,success,no,veryPositive,ageBand3,defaultNo,houseYes,loanNo
management,divorced,tertiary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,aug,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
blue-collar,single,secondary,unknown,may,unknown,no,negative,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,feb,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
services,single,secondary,cellular,may,failure,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,tertiary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
technician,married,secondary,cellular,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
admin.,married,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,married,primary,cellular,may,unknown,no,positive,ageBand5,defaultNo,houseYes,loanNo
admin.,divorced,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseYes,loanYes
admin.,divorced,secondary,unknown,may,unknown,no,negative,ageBand5,defaultYes,houseYes,loanYes
admin.,single,secondary,unknown,jun,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
management,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,single,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,tertiary,cellular,jul,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
technician,married,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
entrepreneur,married,tertiary,unknown,jul,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,unknown,may,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
services,single,secondary,unknown,may,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
services,single,secondary,telephone,nov,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
management,married,secondary,cellular,aug,unknown,no,positive,ageBand3,defaultNo,houseYes,loanNo
retired,married,tertiary,cellular,apr,failure,no,veryPositive,ageBand5,defaultNo,houseNo,loanNo
management,married,tertiary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand3,defaultNo,houseNo,loanNo
admin.,married,secondary,cellular,jul,unknown,no,positive,ageBand5,defaultNo,houseNo,loanNo
services,married,unknown,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
blue-collar,married,secondary,cellular,may,failure,no,positive,ageBand2,defaultNo,houseYes,loanNo
admin.,single,secondary,cellular,jul,unknown,no,negative,ageBand4,defaultNo,houseYes,loanNo
services,divorced,secondary,unknown,jun,unknown,no,positive,ageBand4,defaultNo,houseNo,loanNo
management,married,tertiary,cellular,nov,unknown,no,positive,ageBand4,defaultNo,houseYes,loanNo
